,UID,日期,产品代码,产品名称,单位净值,累计净值,来源文件
260,2024-01-29_SNX515,2024-01-29,SNX515,会世元启优孚CTA6号私募证券投资基金,1.0878,1.0878,email_FOF\20240129_会世元启优孚CTA6号私募证券投资基金_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
261,2024-01-29_SZM150,2024-01-29,SZM150,信弘对冲25号私募证券投资基金,1.1372,1.1372,email_FOF\20240129_信弘对冲25号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
262,2024-01-29_SSB059,2024-01-29,SSB059,信弘征程对冲1号私募证券投资基金,1.4638,1.4638,email_FOF\20240129_信弘征程对冲1号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
263,2024-01-29_B2050A,2024-01-29,B2050A,南京长木常青1号私募证券投资基金A,0.9907,1.2636,email_FOF\20240129_南京长木常青1号私募证券投资基金A_TA虚拟计提后净值明细表.xlsx
264,2024-01-29_B2050A,2024-01-29,B2050A,南京长木常青1号私募证券投资基金A,0.9907,1.2636,email_FOF\20240129_南京长木常青1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
265,2024-01-29_SVJ513,2024-01-29,SVJ513,固禾翡翠专享8号私募证券投资基金,0.9492,0.9492,email_FOF\20240129_固禾翡翠专享8号私募证券投资基金_赛韵网络科技(上海)有限公司_TA虚拟计提后净值表.xlsx
266,2024-01-29_SSW933,2024-01-29,SSW933,念觉优恒12号私募证券投资基金,1.0946,1.0946,email_FOF\20240129_念觉优恒12号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
267,2024-01-29_SCJ566,2024-01-29,SCJ566,无隅磐石一号私募投资基金,1.0191,1.3111,email_FOF\20240129_无隅磐石一号私募投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
268,2024-01-29_SCJ566,2024-01-29,SCJ566,无隅磐石一号私募投资基金,1.0191,1.3111,email_FOF\20240129_无隅磐石一号私募投资基金_波克稳健多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
269,2024-01-29_SQQ803,2024-01-29,SQQ803,概率1000指增1号私募证券投资基金,0.8781,1.25,email_FOF\20240129_概率1000指增1号私募证券投资基金_赛韵网络科技(上海)有限公司_TA虚拟计提后净值表.xlsx
270,2024-01-29_NV133B,2024-01-29,NV133B,蝶威基本面量化1号私募证券投资基金B,1.3714,1.4214,email_FOF\20240129_蝶威基本面量化1号私募证券投资基金B_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
271,2024-01-29_SLZ047,2024-01-29,SLZ047,衍复希格斯三号私募证券投资基金,1.2506,1.4056,email_FOF\20240129_衍复希格斯三号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
272,2024-01-29_SLZ047,2024-01-29,SLZ047,衍复希格斯三号私募证券投资基金,1.2506,1.4056,email_FOF\20240129_衍复希格斯三号私募证券投资基金_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
273,2024-01-29_SABD47,2024-01-29,SABD47,衍复希格斯五号私募证券投资基金,1.0328,1.0328,email_FOF\20240129_衍复希格斯五号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
274,2024-01-29_SABD48,2024-01-29,SABD48,衍复希格斯六号私募证券投资基金,1.0386,1.0386,email_FOF\20240129_衍复希格斯六号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
275,2024-01-29_SABD46,2024-01-29,SABD46,衍复希格斯四号私募证券投资基金,1.0416,1.0416,email_FOF\20240129_衍复希格斯四号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
276,2024-01-29_SABD46,2024-01-29,SABD46,衍复希格斯四号私募证券投资基金,1.0416,1.0416,email_FOF\20240129_衍复希格斯四号私募证券投资基金_波克多策略2号私募证券投资基金_TA虚拟计提后净值表.xlsx
277,2024-01-29_STR637,2024-01-29,STR637,远信中国价值成长12号私募证券投资基金9期,0.8905,0.8905,email_FOF\20240129_远信中国价值成长12号私募证券投资基金9期_波克科技集团有限公司_TA虚拟计提后净值表.xlsx
278,2024-01-29_NZ614A,2024-01-29,NZ614A,量派对冲17号私募证券投资基金A,1.197,1.197,email_FOF\20240129_量派对冲17号私募证券投资基金A_波克稳健多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
279,2024-01-29_JV577A,2024-01-29,JV577A,锋滔星剑CTA一号私募证券投资基金A,1.0084,1.0084,email_FOF\20240129_锋滔星剑CTA一号私募证券投资基金A_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
280,2024-01-29_ZY015A,2024-01-29,ZY015A,锦徽中证500指数增强1号私募证券投资基金A,0.9148,0.9148,email_FOF\20240129_锦徽中证500指数增强1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
281,2024-01-29_SA143A,2024-01-29,SA143A,顽岩中证500指数增强1号私募证券投资基金A,1.1236,1.2191,email_FOF\20240129_顽岩中证500指数增强1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
282,2024-01-29_STE790,2024-01-29,STE790,顽岩中证500指数增强3号私募证券投资基金,0.9533,1.0331,email_FOF\20240129_顽岩中证500指数增强3号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
283,2024-01-29_STE790,2024-01-29,STE790,顽岩中证500指数增强3号私募证券投资基金,0.9533,1.0331,email_FOF\20240129_顽岩中证500指数增强3号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
284,2024-01-29_SB5026,2024-01-29,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9835,0.9835,email_FOF\20240129_鸣熙绝对收益尊享1号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
285,2024-01-19_JK771B,2024-01-19,JK771B,波克平衡多策略1号私募证券投资基金,1.5408,1.5408,email_FOF\JK771B_垒昂金鹿量化对冲3号私募证券投资基金B类_波克平衡多策略1号私募证券投资基金_2024-01-19.xls
286,2024-01-22_JK771B,2024-01-22,JK771B,波克平衡多策略1号私募证券投资基金,1.5528,1.5528,email_FOF\JK771B_垒昂金鹿量化对冲3号私募证券投资基金B类_波克平衡多策略1号私募证券投资基金_2024-01-22.xls
287,2024-01-23_JK771B,2024-01-23,JK771B,波克平衡多策略1号私募证券投资基金,1.5381,1.5381,email_FOF\JK771B_垒昂金鹿量化对冲3号私募证券投资基金B类_波克平衡多策略1号私募证券投资基金_2024-01-23.xls
288,2024-01-24_JK771B,2024-01-24,JK771B,波克平衡多策略1号私募证券投资基金,1.54,1.54,email_FOF\JK771B_垒昂金鹿量化对冲3号私募证券投资基金B类_波克平衡多策略1号私募证券投资基金_2024-01-24.xls
289,2024-01-25_JK771B,2024-01-25,JK771B,波克平衡多策略1号私募证券投资基金,1.5337,1.5337,email_FOF\JK771B_垒昂金鹿量化对冲3号私募证券投资基金B类_波克平衡多策略1号私募证券投资基金_2024-01-25.xls
290,2024-01-26_JK771B,2024-01-26,JK771B,波克平衡多策略1号私募证券投资基金,1.5288,1.5288,email_FOF\JK771B_垒昂金鹿量化对冲3号私募证券投资基金B类_波克平衡多策略1号私募证券投资基金_2024-01-26.xls
291,2024-01-24_SABD46,2024-01-24,SABD46,衍复希格斯四号私募证券投资基金,1.0444,1.0444,email_FOF\SABD46衍复希格斯四号私募证券投资基金委托资产资产估值表20240124三级科目.xls
292,2024-01-24_SABD47,2024-01-24,SABD47,衍复希格斯五号私募证券投资基金,1.036,1.036,email_FOF\SABD47衍复希格斯五号私募证券投资基金委托资产资产估值表20240124三级科目.xls
293,2024-01-24_SABD48,2024-01-24,SABD48,衍复希格斯六号私募证券投资基金,1.0363,1.0363,email_FOF\SABD48衍复希格斯六号私募证券投资基金委托资产资产估值表20240124三级科目.xls
294,2024-01-19_SADR48,2024-01-19,SADR48,波克探索1号私募证券投资基金,1.0149,1.0149,email_FOF\SADR48波克探索1号私募证券投资基金委托资产资产估值表20240119.xls
295,2024-01-22_SADR48,2024-01-22,SADR48,波克探索1号私募证券投资基金,1.0249,1.0249,email_FOF\SADR48波克探索1号私募证券投资基金委托资产资产估值表20240122.xls
296,2024-01-23_SADR48,2024-01-23,SADR48,波克探索1号私募证券投资基金,1.0103,1.0103,email_FOF\SADR48波克探索1号私募证券投资基金委托资产资产估值表20240123.xls
297,2024-01-24_SADR48,2024-01-24,SADR48,波克探索1号私募证券投资基金,1.0182,1.0182,email_FOF\SADR48波克探索1号私募证券投资基金委托资产资产估值表20240124.xls
298,2024-01-25_SADR48,2024-01-25,SADR48,波克探索1号私募证券投资基金,1.0142,1.0142,email_FOF\SADR48波克探索1号私募证券投资基金委托资产资产估值表20240125.xls
299,2024-01-26_SADR48,2024-01-26,SADR48,波克探索1号私募证券投资基金,1.02,1.02,email_FOF\SADR48波克探索1号私募证券投资基金委托资产资产估值表20240126.xls
300,2024-01-29_SADR48,2024-01-29,SADR48,波克探索1号私募证券投资基金,1.0192,1.0192,email_FOF\SADR48波克探索1号私募证券投资基金委托资产资产估值表20240129.xls
301,2024-01-19_SB0679,2024-01-19,SB0679,波克天工量化对冲1号私募证券投资基金,1.0718,1.0731,email_FOF\SB0679波克天工量化对冲1号私募证券投资基金委托资产资产估值表20240119.xls
302,2024-01-22_SB0679,2024-01-22,SB0679,波克天工量化对冲1号私募证券投资基金,1.0821,1.0834,email_FOF\SB0679波克天工量化对冲1号私募证券投资基金委托资产资产估值表20240122.xls
303,2024-01-23_SB0679,2024-01-23,SB0679,波克天工量化对冲1号私募证券投资基金,1.067,1.0683,email_FOF\SB0679波克天工量化对冲1号私募证券投资基金委托资产资产估值表20240123.xls
304,2024-01-24_SB0679,2024-01-24,SB0679,波克天工量化对冲1号私募证券投资基金,1.0736,1.075,email_FOF\SB0679波克天工量化对冲1号私募证券投资基金委托资产资产估值表20240124.xls
305,2024-01-25_SB0679,2024-01-25,SB0679,波克天工量化对冲1号私募证券投资基金,1.0682,1.0696,email_FOF\SB0679波克天工量化对冲1号私募证券投资基金委托资产资产估值表20240125.xls
306,2024-01-26_SB0679,2024-01-26,SB0679,波克天工量化对冲1号私募证券投资基金,1.0729,1.0743,email_FOF\SB0679波克天工量化对冲1号私募证券投资基金委托资产资产估值表20240126.xls
307,2024-01-29_SB0679,2024-01-29,SB0679,波克天工量化对冲1号私募证券投资基金,1.0704,1.0718,email_FOF\SB0679波克天工量化对冲1号私募证券投资基金委托资产资产估值表20240129.xls
308,2024-01-22_SB1279,2024-01-22,SB1279,前海聚龙玩家多策略对冲1号私募证券投资基金,0.9847,0.9877,email_FOF\SB1279_前海聚龙玩家多策略对冲1号私募证券投资基金_估值表_20240122.xls
309,2024-01-23_SB1279,2024-01-23,SB1279,前海聚龙玩家多策略对冲1号私募证券投资基金,0.9877,0.9842,email_FOF\SB1279_前海聚龙玩家多策略对冲1号私募证券投资基金_估值表_20240123.xls
310,2024-01-24_SB1279,2024-01-24,SB1279,前海聚龙玩家多策略对冲1号私募证券投资基金,0.9842,0.9861,email_FOF\SB1279_前海聚龙玩家多策略对冲1号私募证券投资基金_估值表_20240124.xls
311,2024-01-25_SB1279,2024-01-25,SB1279,前海聚龙玩家多策略对冲1号私募证券投资基金,0.9861,0.9847,email_FOF\SB1279_前海聚龙玩家多策略对冲1号私募证券投资基金_估值表_20240125.xls
312,2024-01-26_SB1279,2024-01-26,SB1279,前海聚龙玩家多策略对冲1号私募证券投资基金,0.9847,0.9883,email_FOF\SB1279_前海聚龙玩家多策略对冲1号私募证券投资基金_估值表_20240126.xls
313,2024-01-29_SB1279,2024-01-29,SB1279,前海聚龙玩家多策略对冲1号私募证券投资基金,0.9883,0.987,email_FOF\SB1279_前海聚龙玩家多策略对冲1号私募证券投资基金_估值表_20240129.xls
314,2024-01-19_SB2050,2024-01-19,SB2050,南京长木常青1号私募证券投资基金A,1.0039,1.2768,email_FOF\SB2050-2024年01月19日-发送每日净值信息.xls
315,2024-01-22_SB2050,2024-01-22,SB2050,南京长木常青1号私募证券投资基金A,0.9910,1.2639,email_FOF\SB2050-2024年01月22日-发送每日净值信息.xls
316,2024-01-23_SB2050,2024-01-23,SB2050,南京长木常青1号私募证券投资基金A,0.9800,1.2529,email_FOF\SB2050-2024年01月23日-发送每日净值信息.xls
317,2024-01-24_SB2050,2024-01-24,SB2050,南京长木常青1号私募证券投资基金A,0.9852,1.2581,email_FOF\SB2050-2024年01月24日-发送每日净值信息.xls
318,2024-01-25_SB2050,2024-01-25,SB2050,南京长木常青1号私募证券投资基金A,0.9883,1.2612,email_FOF\SB2050-2024年01月25日-发送每日净值信息.xls
319,2024-01-26_SB2050,2024-01-26,SB2050,南京长木常青1号私募证券投资基金A,0.9843,1.2572,email_FOF\SB2050-2024年01月26日-发送每日净值信息.xls
320,2024-01-29_SB2050,2024-01-29,SB2050,南京长木常青1号私募证券投资基金A,0.9907,1.2636,email_FOF\SB2050-2024年01月29日-发送每日净值信息.xls
321,2024-01-19_SB4549,2024-01-19,SB4549,波克锐进多策略1号私募证券投资基金,0.8894,0.8894,email_FOF\SB4549波克锐进多策略1号私募证券投资基金委托资产资产估值表20240119.xls
322,2024-01-22_SB4549,2024-01-22,SB4549,波克锐进多策略1号私募证券投资基金,0.8448,0.8448,email_FOF\SB4549波克锐进多策略1号私募证券投资基金委托资产资产估值表20240122.xls
323,2024-01-23_SB4549,2024-01-23,SB4549,波克锐进多策略1号私募证券投资基金,0.8523,0.8523,email_FOF\SB4549波克锐进多策略1号私募证券投资基金委托资产资产估值表20240123.xls
324,2024-01-24_SB4549,2024-01-24,SB4549,波克锐进多策略1号私募证券投资基金,0.8628,0.8629,email_FOF\SB4549波克锐进多策略1号私募证券投资基金委托资产资产估值表20240124.xls
325,2024-01-25_SB4549,2024-01-25,SB4549,波克锐进多策略1号私募证券投资基金,0.8908,0.8908,email_FOF\SB4549波克锐进多策略1号私募证券投资基金委托资产资产估值表20240125.xls
326,2024-01-26_SB4549,2024-01-26,SB4549,波克锐进多策略1号私募证券投资基金,0.8902,0.8902,email_FOF\SB4549波克锐进多策略1号私募证券投资基金委托资产资产估值表20240126.xls
327,2024-01-19_SB5026,2024-01-19,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9937,0.9937,email_FOF\SB5026-2024年01月19日-发送每日净值信息.xls
328,2024-01-22_SB5026,2024-01-22,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9861,0.9861,email_FOF\SB5026-2024年01月22日-发送每日净值信息.xls
329,2024-01-23_SB5026,2024-01-23,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9824,0.9824,email_FOF\SB5026-2024年01月23日-发送每日净值信息.xls
330,2024-01-24_SB5026,2024-01-24,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9854,0.9854,email_FOF\SB5026-2024年01月24日-发送每日净值信息.xls
331,2024-01-25_SB5026,2024-01-25,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9897,0.9897,email_FOF\SB5026-2024年01月25日-发送每日净值信息.xls
332,2024-01-26_SB5026,2024-01-26,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9913,0.9913,email_FOF\SB5026-2024年01月26日-发送每日净值信息.xls
333,2024-01-29_SB5026,2024-01-29,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9835,0.9835,email_FOF\SB5026-2024年01月29日-发送每日净值信息.xls
334,2024-01-19_SB5026,2024-01-19,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9937,0.9937,email_FOF\SB5026鸣熙绝对收益尊享1号私募证券投资基金委托资产资产估值表20240119三级科目.xls
335,2024-01-26_SB5026,2024-01-26,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9913,0.9913,email_FOF\SB5026鸣熙绝对收益尊享1号私募证券投资基金委托资产资产估值表20240126三级科目.xls
336,2024-01-19_SB5550,2024-01-19,SB5550,天算中证500指数增强3号私募证券投资基金,0.9913,0.9501,email_FOF\SB5550_天算中证500指数增强3号私募证券投资基金_资产估值表_20240119_4级_波克锐进多策略1号私募证券投资基金.xls
337,2024-01-19_SB5550,2024-01-19,SB5550,天算中证500指数增强3号私募证券投资基金,0.9913,0.9501,email_FOF\SB5550_天算中证500指数增强3号私募证券投资基金_资产估值表_20240119_4级_波克锐进多策略1号私募证券投资基金.xls
338,2024-01-26_SB5550,2024-01-26,SB5550,天算中证500指数增强3号私募证券投资基金,0.9913,0.9512,email_FOF\SB5550_天算中证500指数增强3号私募证券投资基金_资产估值表_20240126_4级_波克锐进多策略1号私募证券投资基金.xls
339,2024-01-26_SB5550,2024-01-26,SB5550,天算中证500指数增强3号私募证券投资基金,0.9913,0.9512,email_FOF\SB5550_天算中证500指数增强3号私募证券投资基金_资产估值表_20240126_4级_波克锐进多策略1号私募证券投资基金.xls
340,2024-01-18_SB6744,2024-01-18,SB6744,波克多策略3号私募证券投资基金,0.9843,0.9843,email_FOF\SB6744波克多策略3号私募证券投资基金委托资产资产估值表20240118.xls
341,2024-01-19_SB6744,2024-01-19,SB6744,波克多策略3号私募证券投资基金,0.9795,0.9795,email_FOF\SB6744波克多策略3号私募证券投资基金委托资产资产估值表20240119.xls
342,2024-01-22_SB6744,2024-01-22,SB6744,波克多策略3号私募证券投资基金,0.9609,0.9609,email_FOF\SB6744波克多策略3号私募证券投资基金委托资产资产估值表20240122.xls
343,2024-01-23_SB6744,2024-01-23,SB6744,波克多策略3号私募证券投资基金,0.9618,0.9618,email_FOF\SB6744波克多策略3号私募证券投资基金委托资产资产估值表20240123.xls
344,2024-01-24_SB6744,2024-01-24,SB6744,波克多策略3号私募证券投资基金,0.9674,0.9674,email_FOF\SB6744波克多策略3号私募证券投资基金委托资产资产估值表20240124.xls
345,2024-01-25_SB6744,2024-01-25,SB6744,波克多策略3号私募证券投资基金,0.9793,0.9793,email_FOF\SB6744波克多策略3号私募证券投资基金委托资产资产估值表20240125.xls
346,2024-01-19_B6790B,2024-01-19,B6790B,华软新动力精选对冲13号私募证券投资基金B,1.2777,1.2777,email_FOF\SB6790华软新动力精选对冲13号私募证券投资基金净值20240119【国信托管】.xlsx
347,2024-01-26_B6790B,2024-01-26,B6790B,华软新动力精选对冲13号私募证券投资基金B,1.2548,1.2548,email_FOF\SB6790华软新动力精选对冲13号私募证券投资基金净值20240126【国信托管】.xlsx
348,2024-01-19_SB9154,2024-01-19,SB9154,波克天工量化指增1号私募证券投资基金,1.0226,1.0233,email_FOF\SB9154波克天工量化指增1号私募证券投资基金委托资产资产估值表20240119.xls
349,2024-01-22_SB9154,2024-01-22,SB9154,波克天工量化指增1号私募证券投资基金,0.9545,0.9552,email_FOF\SB9154波克天工量化指增1号私募证券投资基金委托资产资产估值表20240122.xls
350,2024-01-23_SB9154,2024-01-23,SB9154,波克天工量化指增1号私募证券投资基金,0.9444,0.9451,email_FOF\SB9154波克天工量化指增1号私募证券投资基金委托资产资产估值表20240123.xls
351,2024-01-24_SB9154,2024-01-24,SB9154,波克天工量化指增1号私募证券投资基金,0.9614,0.9621,email_FOF\SB9154波克天工量化指增1号私募证券投资基金委托资产资产估值表20240124.xls
352,2024-01-25_SB9154,2024-01-25,SB9154,波克天工量化指增1号私募证券投资基金,1.0061,1.0069,email_FOF\SB9154波克天工量化指增1号私募证券投资基金委托资产资产估值表20240125.xls
353,2024-01-26_SB9154,2024-01-26,SB9154,波克天工量化指增1号私募证券投资基金,1.0108,1.0115,email_FOF\SB9154波克天工量化指增1号私募证券投资基金委托资产资产估值表20240126.xls
354,2024-01-29_SB9154,2024-01-29,SB9154,波克天工量化指增1号私募证券投资基金,0.9728,0.9735,email_FOF\SB9154波克天工量化指增1号私募证券投资基金委托资产资产估值表20240129.xls
355,2024-01-19_SCJ566,2024-01-19,SCJ566,无隅磐石一号私募投资基金,1.0076,1.2996,email_FOF\SCJ566-2024年01月19日-发送每日净值信息.xls
356,2024-01-22_SCJ566,2024-01-22,SCJ566,无隅磐石一号私募投资基金,1.0172,1.3092,email_FOF\SCJ566-2024年01月22日-发送每日净值信息.xls
357,2024-01-23_SCJ566,2024-01-23,SCJ566,无隅磐石一号私募投资基金,1.0046,1.2966,email_FOF\SCJ566-2024年01月23日-发送每日净值信息.xls
358,2024-01-24_SCJ566,2024-01-24,SCJ566,无隅磐石一号私募投资基金,1.0117,1.3037,email_FOF\SCJ566-2024年01月24日-发送每日净值信息.xls
359,2024-01-25_SCJ566,2024-01-25,SCJ566,无隅磐石一号私募投资基金,1.0074,1.2994,email_FOF\SCJ566-2024年01月25日-发送每日净值信息.xls
360,2024-01-26_SCJ566,2024-01-26,SCJ566,无隅磐石一号私募投资基金,1.0201,1.3121,email_FOF\SCJ566-2024年01月26日-发送每日净值信息.xls
361,2024-01-29_SCJ566,2024-01-29,SCJ566,无隅磐石一号私募投资基金,1.0191,1.3111,email_FOF\SCJ566-2024年01月29日-发送每日净值信息.xls
362,2024-01-25_SJF488,2024-01-25,SJF488,量宇红番茄七号私募证券投资基金,1.1059,1.5148,email_FOF\SJF488-2024年01月25日-发送每日净值信息.xls
363,2024-01-26_SJF488,2024-01-26,SJF488,量宇红番茄七号私募证券投资基金,1.1136,1.5225,email_FOF\SJF488-2024年01月26日-发送每日净值信息.xls
364,2024-01-24_SLP548,2024-01-24,SLP548,衍复希格斯二号私募证券投资基金,1.3355,1.391,email_FOF\SLP548衍复希格斯二号私募证券投资基金委托资产资产估值表20240124三级科目.xls
365,2024-01-24_SLZ047,2024-01-24,SLZ047,衍复希格斯三号私募证券投资基金,1.2512,1.4062,email_FOF\SLZ047衍复希格斯三号私募证券投资基金委托资产资产估值表20240124三级科目.xls
366,2024-01-22_SNV133,2024-01-22,SNV133,蝶威基本面量化1号私募证券投资基金B,1.3376,1.3876,email_FOF\SNV133-2024年01月22日-发送每日净值信息.xls
367,2024-01-23_SNV133,2024-01-23,SNV133,蝶威基本面量化1号私募证券投资基金B,1.3531,1.4031,email_FOF\SNV133-2024年01月23日-发送每日净值信息.xls
368,2024-01-24_SNV133,2024-01-24,SNV133,蝶威基本面量化1号私募证券投资基金B,1.3684,1.4184,email_FOF\SNV133-2024年01月24日-发送每日净值信息.xls
369,2024-01-25_SNV133,2024-01-25,SNV133,蝶威基本面量化1号私募证券投资基金B,1.4076,1.4576,email_FOF\SNV133-2024年01月25日-发送每日净值信息.xls
370,2024-01-26_SNV133,2024-01-26,SNV133,蝶威基本面量化1号私募证券投资基金B,1.3964,1.4464,email_FOF\SNV133-2024年01月26日-发送每日净值信息.xls
371,2024-01-29_SNV133,2024-01-29,SNV133,蝶威基本面量化1号私募证券投资基金B,1.3714,1.4214,email_FOF\SNV133-2024年01月29日-发送每日净值信息.xls
372,2024-01-22_SNX515,2024-01-22,SNX515,会世元启优孚CTA6号私募证券投资基金,1.0857,1.0857,email_FOF\SNX515会世元启优孚CTA6号私募证券投资基金委托资产资产估值表20240122三级科目.xls
373,2024-01-29_SNX515,2024-01-29,SNX515,会世元启优孚CTA6号私募证券投资基金,1.0878,1.0878,email_FOF\SNX515会世元启优孚CTA6号私募证券投资基金委托资产资产估值表20240129三级科目.xls
374,2024-01-19_SNZ614,2024-01-19,SNZ614,量派对冲17号私募证券投资基金,1.1992,1.1992,email_FOF\SNZ614量派对冲17号私募证券投资基金委托资产资产估值表20240119三级科目.xls
375,2024-01-26_SNZ614,2024-01-26,SNZ614,量派对冲17号私募证券投资基金,1.2011,1.2011,email_FOF\SNZ614量派对冲17号私募证券投资基金委托资产资产估值表20240126三级科目.xls
376,2024-01-19_SS8256,2024-01-19,SS8256,知行稳健1号私募投资基金,1.5374,1.5374,email_FOF\SS8256-2024年01月19日-发送每日净值信息.xls
377,2024-01-22_SS8256,2024-01-22,SS8256,知行稳健1号私募投资基金,1.5376,1.5376,email_FOF\SS8256-2024年01月22日-发送每日净值信息.xls
378,2024-01-23_SS8256,2024-01-23,SS8256,知行稳健1号私募投资基金,1.5397,1.5397,email_FOF\SS8256-2024年01月23日-发送每日净值信息.xls
379,2024-01-24_SS8256,2024-01-24,SS8256,知行稳健1号私募投资基金,1.5411,1.5411,email_FOF\SS8256-2024年01月24日-发送每日净值信息.xls
380,2024-01-25_SS8256,2024-01-25,SS8256,知行稳健1号私募投资基金,1.5409,1.5409,email_FOF\SS8256-2024年01月25日-发送每日净值信息.xls
381,2024-01-26_SS8256,2024-01-26,SS8256,知行稳健1号私募投资基金,1.5437,1.5437,email_FOF\SS8256-2024年01月26日-发送每日净值信息.xls
382,2024-01-24_SSC274,2024-01-24,SSC274,世纪前沿指数增强16号私募证券投资基金,0.9088,0.9255,email_FOF\SSC274世纪前沿指数增强16号私募证券投资基金委托资产资产估值表20240124三级科目.xls
383,2024-01-19_SSR090,2024-01-19,SSR090,星阔希享1号私募证券投资基金,1.0603,1.0603,email_FOF\SSR090-2024年01月19日-发送每日净值信息.xls
384,2024-01-22_SSR090,2024-01-22,SSR090,星阔希享1号私募证券投资基金,1.0389,1.0389,email_FOF\SSR090-2024年01月22日-发送每日净值信息.xls
385,2024-01-23_SSR090,2024-01-23,SSR090,星阔希享1号私募证券投资基金,1.0285,1.0285,email_FOF\SSR090-2024年01月23日-发送每日净值信息.xls
386,2024-01-24_SSR090,2024-01-24,SSR090,星阔希享1号私募证券投资基金,1.0380,1.0380,email_FOF\SSR090-2024年01月24日-发送每日净值信息.xls
387,2024-01-25_SSR090,2024-01-25,SSR090,星阔希享1号私募证券投资基金,1.0417,1.0417,email_FOF\SSR090-2024年01月25日-发送每日净值信息.xls
388,2024-01-26_SSR090,2024-01-26,SSR090,星阔希享1号私募证券投资基金,1.0461,1.0461,email_FOF\SSR090-2024年01月26日-发送每日净值信息.xls
389,2024-01-29_SSR090,2024-01-29,SSR090,星阔希享1号私募证券投资基金,1.0448,1.0448,email_FOF\SSR090-2024年01月29日-发送每日净值信息.xls
390,2024-01-19_SSW933,2024-01-19,SSW933,念觉优恒12号私募证券投资基金,1.1043,1.1043,email_FOF\SSW933-2024年01月19日-发送每日净值信息.xls
391,2024-01-22_SSW933,2024-01-22,SSW933,念觉优恒12号私募证券投资基金,1.1030,1.1030,email_FOF\SSW933-2024年01月22日-发送每日净值信息.xls
392,2024-01-23_SSW933,2024-01-23,SSW933,念觉优恒12号私募证券投资基金,1.0937,1.0937,email_FOF\SSW933-2024年01月23日-发送每日净值信息.xls
393,2024-01-24_SSW933,2024-01-24,SSW933,念觉优恒12号私募证券投资基金,1.0967,1.0967,email_FOF\SSW933-2024年01月24日-发送每日净值信息.xls
394,2024-01-25_SSW933,2024-01-25,SSW933,念觉优恒12号私募证券投资基金,1.0954,1.0954,email_FOF\SSW933-2024年01月25日-发送每日净值信息.xls
395,2024-01-26_SSW933,2024-01-26,SSW933,念觉优恒12号私募证券投资基金,1.0977,1.0977,email_FOF\SSW933-2024年01月26日-发送每日净值信息.xls
396,2024-01-29_SSW933,2024-01-29,SSW933,念觉优恒12号私募证券投资基金,1.0946,1.0946,email_FOF\SSW933-2024年01月29日-发送每日净值信息.xls
397,2024-01-19_SSW933,2024-01-19,SSW933,念觉优恒12号私募证券投资基金,1.1043,1.1043,email_FOF\SSW933念觉优恒12号私募证券投资基金委托资产资产估值表20240119三级科目.xls
398,2024-01-26_SSW933,2024-01-26,SSW933,念觉优恒12号私募证券投资基金,1.0977,1.0977,email_FOF\SSW933念觉优恒12号私募证券投资基金委托资产资产估值表20240126三级科目.xls
