,UID,日期,产品代码,产品名称,单位净值,累计净值,来源文件
744,2024-01-26_SXJ974,2024-01-26,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0656,1.0656,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
745,2024-01-29_SXJ974,2024-01-29,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0657,1.0657,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240129.xlsx
746,2024-01-19_SXJ974,2024-01-19,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0671,1.0671,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240119.xlsx
747,2024-01-22_SXJ974,2024-01-22,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0696,1.0696,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240122.xlsx
748,2024-01-23_SXJ974,2024-01-23,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0674,1.0674,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240123.xlsx
749,2024-01-24_SXJ974,2024-01-24,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0667,1.0667,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240124.xlsx
750,2024-01-25_SXJ974,2024-01-25,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0659,1.0659,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240125.xlsx
751,2024-01-26_SXJ974,2024-01-26,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0656,1.0656,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
752,2024-01-29_SXJ974,2024-01-29,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0657,1.0657,email_FOF\国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
753,2024-01-19_XE910B,2024-01-19,XE910B,子午500指数增强三号私募证券投资基金B,0.889,0.889,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240119.xlsx
754,2024-01-22_XE910B,2024-01-22,XE910B,子午500指数增强三号私募证券投资基金B,0.845,0.845,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240122.xlsx
755,2024-01-23_XE910B,2024-01-23,XE910B,子午500指数增强三号私募证券投资基金B,0.86,0.86,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240123.xlsx
756,2024-01-24_XE910B,2024-01-24,XE910B,子午500指数增强三号私募证券投资基金B,0.871,0.871,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240124.xlsx
757,2024-01-25_XE910B,2024-01-25,XE910B,子午500指数增强三号私募证券投资基金B,0.904,0.904,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240125.xlsx
758,2024-01-26_XE910B,2024-01-26,XE910B,子午500指数增强三号私募证券投资基金B,0.9,0.9,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
759,2024-01-19_XE910B,2024-01-19,XE910B,子午500指数增强三号私募证券投资基金B,0.889,0.889,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240119.xlsx
760,2024-01-22_XE910B,2024-01-22,XE910B,子午500指数增强三号私募证券投资基金B,0.845,0.845,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240122.xlsx
761,2024-01-23_XE910B,2024-01-23,XE910B,子午500指数增强三号私募证券投资基金B,0.86,0.86,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240123.xlsx
762,2024-01-24_XE910B,2024-01-24,XE910B,子午500指数增强三号私募证券投资基金B,0.871,0.871,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240124.xlsx
763,2024-01-25_XE910B,2024-01-25,XE910B,子午500指数增强三号私募证券投资基金B,0.904,0.904,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240125.xlsx
764,2024-01-26_XE910B,2024-01-26,XE910B,子午500指数增强三号私募证券投资基金B,0.9,0.9,email_FOF\子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
765,2024-01-19_ZZ547B,2024-01-19,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240119.xlsx
766,2024-01-22_ZZ547B,2024-01-22,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240122.xlsx
767,2024-01-23_ZZ547B,2024-01-23,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240123.xlsx
768,2024-01-24_ZZ547B,2024-01-24,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240124.xlsx
769,2024-01-25_ZZ547B,2024-01-25,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240125.xlsx
770,2024-01-26_ZZ547B,2024-01-26,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
771,2024-01-29_ZZ547B,2024-01-29,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240129.xlsx
772,2024-01-19_ZZ547B,2024-01-19,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240119.xlsx
773,2024-01-22_ZZ547B,2024-01-22,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240122.xlsx
774,2024-01-23_ZZ547B,2024-01-23,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240123.xlsx
775,2024-01-24_ZZ547B,2024-01-24,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240124.xlsx
776,2024-01-25_ZZ547B,2024-01-25,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240125.xlsx
777,2024-01-26_ZZ547B,2024-01-26,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
778,2024-01-29_ZZ547B,2024-01-29,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,email_FOF\子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
779,2024-01-19_SGQ818,2024-01-19,SGQ818,小黑妞对冲1号私募证券投资基金,1.01,1.33,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240119.xlsx
780,2024-01-22_SGQ818,2024-01-22,SGQ818,小黑妞对冲1号私募证券投资基金,1.014,1.334,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240122.xlsx
781,2024-01-23_SGQ818,2024-01-23,SGQ818,小黑妞对冲1号私募证券投资基金,1.009,1.329,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240123.xlsx
782,2024-01-24_SGQ818,2024-01-24,SGQ818,小黑妞对冲1号私募证券投资基金,1.005,1.325,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240124.xlsx
783,2024-01-25_SGQ818,2024-01-25,SGQ818,小黑妞对冲1号私募证券投资基金,1.004,1.324,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240125.xlsx
784,2024-01-26_SGQ818,2024-01-26,SGQ818,小黑妞对冲1号私募证券投资基金,1.005,1.325,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
785,2024-01-29_SGQ818,2024-01-29,SGQ818,小黑妞对冲1号私募证券投资基金,1.009,1.329,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240129.xlsx
786,2024-01-19_SGQ818,2024-01-19,SGQ818,小黑妞对冲1号私募证券投资基金,1.01,1.33,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240119.xlsx
787,2024-01-22_SGQ818,2024-01-22,SGQ818,小黑妞对冲1号私募证券投资基金,1.014,1.334,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240122.xlsx
788,2024-01-23_SGQ818,2024-01-23,SGQ818,小黑妞对冲1号私募证券投资基金,1.009,1.329,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240123.xlsx
789,2024-01-24_SGQ818,2024-01-24,SGQ818,小黑妞对冲1号私募证券投资基金,1.005,1.325,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240124.xlsx
790,2024-01-25_SGQ818,2024-01-25,SGQ818,小黑妞对冲1号私募证券投资基金,1.004,1.324,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240125.xlsx
791,2024-01-26_SGQ818,2024-01-26,SGQ818,小黑妞对冲1号私募证券投资基金,1.005,1.325,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
792,2024-01-29_SGQ818,2024-01-29,SGQ818,小黑妞对冲1号私募证券投资基金,1.009,1.329,email_FOF\小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
793,2024-01-19_SJB158,2024-01-19,SJB158,小黑妞期权套利1号私募证券投资基金,1.009,1.322,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240119.xlsx
794,2024-01-22_SJB158,2024-01-22,SJB158,小黑妞期权套利1号私募证券投资基金,1.011,1.324,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240122.xlsx
795,2024-01-23_SJB158,2024-01-23,SJB158,小黑妞期权套利1号私募证券投资基金,1.007,1.32,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240123.xlsx
796,2024-01-24_SJB158,2024-01-24,SJB158,小黑妞期权套利1号私募证券投资基金,1.004,1.317,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240124.xlsx
797,2024-01-25_SJB158,2024-01-25,SJB158,小黑妞期权套利1号私募证券投资基金,1.002,1.315,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240125.xlsx
798,2024-01-26_SJB158,2024-01-26,SJB158,小黑妞期权套利1号私募证券投资基金,1.003,1.316,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
799,2024-01-29_SJB158,2024-01-29,SJB158,小黑妞期权套利1号私募证券投资基金,1.006,1.319,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240129.xlsx
800,2024-01-19_SJB158,2024-01-19,SJB158,小黑妞期权套利1号私募证券投资基金,1.009,1.322,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240119.xlsx
801,2024-01-22_SJB158,2024-01-22,SJB158,小黑妞期权套利1号私募证券投资基金,1.011,1.324,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240122.xlsx
802,2024-01-23_SJB158,2024-01-23,SJB158,小黑妞期权套利1号私募证券投资基金,1.007,1.32,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240123.xlsx
803,2024-01-24_SJB158,2024-01-24,SJB158,小黑妞期权套利1号私募证券投资基金,1.004,1.317,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240124.xlsx
804,2024-01-25_SJB158,2024-01-25,SJB158,小黑妞期权套利1号私募证券投资基金,1.002,1.315,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240125.xlsx
805,2024-01-26_SJB158,2024-01-26,SJB158,小黑妞期权套利1号私募证券投资基金,1.003,1.316,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
806,2024-01-29_SJB158,2024-01-29,SJB158,小黑妞期权套利1号私募证券投资基金,1.006,1.319,email_FOF\小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
807,2024-01-26_AEU46B,2024-01-26,AEU46B,旌安思源1号私募证券投资基金B,1.0024,1.0024,email_FOF\旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟业绩报酬流水_20240126.xlsx
808,2024-01-26_AEU46B,2024-01-26,AEU46B,旌安思源1号私募证券投资基金B,1.0024,1.0024,email_FOF\旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240126.xlsx
809,2024-01-19_SB6425,2024-01-19,SB6425,杉树誉钧多策略1号量化私募证券投资基金,1.0902,1.0902,email_FOF\杉树誉钧多策略1号量化私募证券投资基金_SB6425_基金每日净值表_2024-01-19.xls
810,2024-01-22_SB6425,2024-01-22,SB6425,杉树誉钧多策略1号量化私募证券投资基金,1.0904,1.0904,email_FOF\杉树誉钧多策略1号量化私募证券投资基金_SB6425_基金每日净值表_2024-01-22.xls
811,2024-01-23_SB6425,2024-01-23,SB6425,杉树誉钧多策略1号量化私募证券投资基金,1.0866,1.0866,email_FOF\杉树誉钧多策略1号量化私募证券投资基金_SB6425_基金每日净值表_2024-01-23.xls
812,2024-01-24_SB6425,2024-01-24,SB6425,杉树誉钧多策略1号量化私募证券投资基金,1.087,1.087,email_FOF\杉树誉钧多策略1号量化私募证券投资基金_SB6425_基金每日净值表_2024-01-24.xls
